LineStatus;Quantity;DocDate;BaseCard;CFOPCode
C;238;2020-02-11 00:00:00.000;A-4354;5102
O;120;2020-01-30 00:00:00.000;A-5594;5102
O;487;2020-02-11 00:00:00.000;A-5594;5102
C;310;2020-01-30 00:00:00.000;A-4354;5102
C;371;2020-02-11 00:00:00.000;A-4354;5102
C;464;2020-02-05 00:00:00.000;A-38;5927
C;287;2020-02-05 00:00:00.000;A-38;5927
C;431;2020-02-05 00:00:00.000;A-38;5927
C;316;2020-02-05 00:00:00.000;A-38;5927
C;443;2020-02-12 00:00:00.000;A-5186;6117
C;237;2020-02-12 00:00:00.000;A-5186;6117
C;466;2020-02-12 00:00:00.000;A-5186;6117
C;479;2020-02-12 00:00:00.000;A-5186;6117
C;284;2020-02-12 00:00:00.000;A-5186;6117
C;223;2020-02-12 00:00:00.000;A-5186;6117
C;298;2020-02-12 00:00:00.000;A-5186;6117
C;133;2020-02-12 00:00:00.000;A-5186;6117
C;252;2020-02-12 00:00:00.000;A-5186;6117
C;138;2020-02-12 00:00:00.000;A-5186;6117
C;241;2020-02-12 00:00:00.000;A-5186;6117
C;350;2020-02-12 00:00:00.000;A-5186;6117
C;411;2020-02-12 00:00:00.000;A-5186;6117
C;456;2020-02-12 00:00:00.000;A-5186;6117
C;343;2020-02-12 00:00:00.000;A-5186;6117
C;375;2020-02-12 00:00:00.000;A-5186;6117
C;202;2020-02-12 00:00:00.000;A-5186;6117
C;475;2020-02-12 00:00:00.000;A-5186;6117
C;231;2020-02-12 00:00:00.000;A-5186;6117
C;342;2020-02-12 00:00:00.000;A-5186;6117
C;343;2020-02-12 00:00:00.000;A-5186;6117
C;438;2020-02-12 00:00:00.000;A-5186;6117
C;498;2020-02-12 00:00:00.000;A-5186;6117
C;376;2020-02-12 00:00:00.000;A-5186;6117
C;168;2020-02-12 00:00:00.000;A-5186;6117
C;259;2020-02-12 00:00:00.000;A-5186;6117
C;396;2020-02-12 00:00:00.000;A-5186;6117
C;201;2020-02-12 00:00:00.000;A-5186;6117
C;496;2020-02-12 00:00:00.000;A-5186;6117
C;325;2020-02-12 00:00:00.000;A-5186;6117
C;391;2020-02-12 00:00:00.000;A-5186;6117
C;165;2020-02-12 00:00:00.000;A-5186;6117
C;128;2020-02-12 00:00:00.000;A-5186;6117
C;376;2020-02-12 00:00:00.000;A-5186;6117
C;357;2020-02-12 00:00:00.000;A-5186;6117
C;355;2020-02-12 00:00:00.000;A-5186;6117
C;287;2020-02-12 00:00:00.000;A-5186;6117
C;155;2020-02-12 00:00:00.000;A-5186;6117
C;233;2020-02-12 00:00:00.000;A-5186;6117
C;496;2020-02-12 00:00:00.000;A-5186;6117
C;258;2020-02-12 00:00:00.000;A-5186;6117
C;239;2020-02-12 00:00:00.000;A-5186;6117
C;267;2020-02-12 00:00:00.000;A-5186;6117
C;182;2020-02-12 00:00:00.000;A-5186;6117
O;166;2020-02-05 00:00:00.000;A-38;5927
O;296;2020-02-05 00:00:00.000;A-38;5927
O;418;2020-02-12 00:00:00.000;A-5186;6117
O;472;2020-02-12 00:00:00.000;A-5186;6117
O;194;2020-02-12 00:00:00.000;A-5186;6117
O;267;2020-02-12 00:00:00.000;A-5186;6117
O;328;2020-02-12 00:00:00.000;A-5186;6117
O;322;2020-02-12 00:00:00.000;A-5186;6117
O;327;2020-02-12 00:00:00.000;A-5186;6117
O;426;2020-02-12 00:00:00.000;A-5186;6117
O;282;2020-02-12 00:00:00.000;A-5186;6117
O;284;2020-02-12 00:00:00.000;A-5186;6117
O;450;2020-02-12 00:00:00.000;A-5186;6117
O;324;2020-02-12 00:00:00.000;A-5186;6117
O;288;2020-02-12 00:00:00.000;A-5186;6117
O;405;2020-02-12 00:00:00.000;A-5186;6117
O;436;2020-02-12 00:00:00.000;A-5186;6117
O;354;2020-02-12 00:00:00.000;A-5186;6117
O;486;2020-02-12 00:00:00.000;A-5186;6117
O;298;2020-02-12 00:00:00.000;A-5186;6117
O;379;2020-02-12 00:00:00.000;A-5186;6117
O;132;2020-02-12 00:00:00.000;A-5186;6117
O;366;2020-02-12 00:00:00.000;A-5186;6117
O;452;2020-02-12 00:00:00.000;A-5186;6117
O;357;2020-02-12 00:00:00.000;A-5578;6108
C;218;2020-02-12 00:00:00.000;A-5652;6108
C;268;2020-02-12 00:00:00.000;A-5652;6108
C;214;2020-02-12 00:00:00.000;A-5652;6108
C;372;2020-02-12 00:00:00.000;A-5652;6108
C;286;2020-02-12 00:00:00.000;A-5652;6108
C;162;2020-02-12 00:00:00.000;A-5652;6108
C;231;2020-02-12 00:00:00.000;A-5652;6108
C;395;2020-02-12 00:00:00.000;A-5652;6108
O;443;2020-02-12 00:00:00.000;A-4844;6108
O;251;2020-02-12 00:00:00.000;A-4844;6108
O;400;2020-02-12 00:00:00.000;A-4810;6910
O;134;2020-02-12 00:00:00.000;A-3398;6108
O;357;2020-02-12 00:00:00.000;A-3398;6108
O;158;2020-02-12 00:00:00.000;A-1172;6117
O;153;2020-02-12 00:00:00.000;A-1172;6117
O;187;2020-02-12 00:00:00.000;A-1172;6117
O;295;2020-02-12 00:00:00.000;A-1172;6117
O;195;2020-02-12 00:00:00.000;A-1172;6117
O;328;2020-02-12 00:00:00.000;A-1172;6117
O;477;2020-02-12 00:00:00.000;A-1172;6117
O;301;2020-02-12 00:00:00.000;A-1172;6117
O;358;2020-02-12 00:00:00.000;A-1172;6117
O;342;2020-02-12 00:00:00.000;A-368;6108
O;197;2020-02-06 00:00:00.000;A-5652;6102
O;116;2020-02-06 00:00:00.000;A-5652;6102
O;159;2020-02-06 00:00:00.000;A-5652;6102
O;261;2020-02-06 00:00:00.000;A-5652;6102
O;120;2020-02-12 00:00:00.000;A-5796;6108
O;432;2020-02-12 00:00:00.000;A-5796;6108
O;347;2020-02-12 00:00:00.000;A-5796;6108
O;244;2020-02-12 00:00:00.000;A-5796;6108
O;394;2020-02-12 00:00:00.000;A-5796;6108
O;266;2020-02-12 00:00:00.000;A-5796;6108
O;217;2020-02-13 00:00:00.000;A-3964;6108
O;449;2020-02-13 00:00:00.000;A-5030;5405
O;237;2020-02-13 00:00:00.000;A-800;5102
O;344;2020-02-13 00:00:00.000;A-6;5102
O;168;2020-02-13 00:00:00.000;A-6;5102
O;409;2020-02-13 00:00:00.000;A-6;5405
C;437;2020-01-27 00:00:00.000;A-5122;5949
O;108;2020-01-27 00:00:00.000;A-5122;5949
C;281;2020-02-13 00:00:00.000;A-3398;6108
C;345;2020-02-13 00:00:00.000;A-3398;6108
O;448;2020-02-13 00:00:00.000;A-3398;6108
O;474;2020-01-24 00:00:00.000;A-528;5933
O;318;2019-12-12 00:00:00.000;A-5050;5949
O;155;2019-10-31 00:00:00.000;A-104;5949
O;419;2020-02-14 00:00:00.000;A-834;6108
O;193;2020-02-14 00:00:00.000;A-834;6108
O;333;2020-02-14 00:00:00.000;A-834;6108
O;348;2020-02-14 00:00:00.000;A-834;6108
O;442;2020-02-14 00:00:00.000;A-834;6108
O;474;2020-02-14 00:00:00.000;A-834;6108
O;259;2020-02-14 00:00:00.000;A-834;6108
O;292;2020-02-14 00:00:00.000;A-834;6108
O;165;2020-02-14 00:00:00.000;A-834;6108
O;425;2020-02-14 00:00:00.000;A-834;6108
O;394;2020-02-14 00:00:00.000;A-834;6108
O;180;2020-02-14 00:00:00.000;A-834;6108
O;334;2020-02-14 00:00:00.000;A-834;6108
O;149;2020-02-14 00:00:00.000;A-834;6108
O;250;2020-02-14 00:00:00.000;A-834;6108
O;109;2020-02-14 00:00:00.000;A-834;6108
O;199;2020-02-14 00:00:00.000;A-1636;6108
O;174;2020-02-14 00:00:00.000;A-1256;5102
O;440;2020-02-14 00:00:00.000;A-4420;5102
O;306;2020-02-14 00:00:00.000;A-4622;6102
O;448;2020-02-17 00:00:00.000;A-374;5102
O;125;2020-02-17 00:00:00.000;A-374;5102
O;168;2020-02-17 00:00:00.000;A-374;5102
O;105;2020-01-14 00:00:00.000;A-1046;5949
C;254;2019-10-31 00:00:00.000;A-3764;6949
C;283;2019-10-31 00:00:00.000;A-3764;6949
C;294;2020-01-30 00:00:00.000;A-3764;6949
C;107;2020-01-30 00:00:00.000;A-3764;6949
C;380;2020-01-30 00:00:00.000;A-3764;6949
O;265;2020-02-17 00:00:00.000;A-5870;6102
O;361;2020-02-17 00:00:00.000;A-5870;6403
O;164;2020-02-17 00:00:00.000;A-5908;6403
O;170;2020-02-17 00:00:00.000;A-5908;6102
C;274;2020-02-17 00:00:00.000;A-36;5102
C;379;2020-02-17 00:00:00.000;A-36;5102
C;217;2020-02-17 00:00:00.000;A-36;5102
C;160;2020-02-17 00:00:00.000;A-36;5102
O;366;2020-02-17 00:00:00.000;A-5872;5102
O;376;2020-02-17 00:00:00.000;A-5872;5102
O;423;2020-02-17 00:00:00.000;A-5872;5102
O;499;2020-02-17 00:00:00.000;A-5872;5102
O;437;2020-02-17 00:00:00.000;A-5872;5405
O;406;2020-02-17 00:00:00.000;A-5872;5405
O;246;2020-02-17 00:00:00.000;A-5872;5405
O;455;2020-02-17 00:00:00.000;A-5872;5405
O;304;2020-02-17 00:00:00.000;A-5872;5405
O;493;2020-02-17 00:00:00.000;A-5872;5405
O;401;2020-02-17 00:00:00.000;A-5872;5102
O;281;2020-02-17 00:00:00.000;A-4086;5102
O;384;2020-02-17 00:00:00.000;A-4086;5102
O;354;2020-02-17 00:00:00.000;A-4086;5405
O;198;2020-02-17 00:00:00.000;A-4086;5102
O;126;2020-02-17 00:00:00.000;A-4086;5405
O;472;2020-02-17 00:00:00.000;A-782;5102
O;217;2020-02-17 00:00:00.000;A-782;5405
O;466;2020-02-17 00:00:00.000;A-782;5405
O;343;2020-02-17 00:00:00.000;A-782;5102
O;115;2020-02-17 00:00:00.000;A-782;5102
O;359;2020-02-17 00:00:00.000;A-782;5102
O;451;2020-02-17 00:00:00.000;A-782;5102
O;197;2020-02-17 00:00:00.000;A-782;5102
O;296;2020-02-18 00:00:00.000;A-5972;6922
O;389;2020-02-18 00:00:00.000;A-5972;6922
O;394;2020-02-18 00:00:00.000;A-5972;6922
O;214;2020-02-18 00:00:00.000;A-614;6108
O;156;2020-02-18 00:00:00.000;A-614;6108
O;129;2020-02-18 00:00:00.000;A-614;6108
O;141;2020-02-18 00:00:00.000;A-614;6108
O;241;2020-02-18 00:00:00.000;A-614;6108
O;439;2020-02-18 00:00:00.000;A-4936;5405
O;149;2020-02-18 00:00:00.000;A-4936;5405
O;461;2020-02-18 00:00:00.000;A-4936;5405
O;378;2020-02-18 00:00:00.000;A-4954;6108
O;325;2020-02-18 00:00:00.000;A-4954;6108
O;242;2020-02-18 00:00:00.000;A-4954;6108
O;100;2020-02-18 00:00:00.000;A-4954;6108
O;408;2020-02-18 00:00:00.000;A-4954;6108
O;496;2020-02-18 00:00:00.000;A-4954;6108
O;253;2020-02-18 00:00:00.000;A-4954;6108
O;337;2020-02-18 00:00:00.000;A-4954;6108
O;102;2020-02-18 00:00:00.000;A-4954;6108
O;254;2020-02-18 00:00:00.000;A-4954;6108
O;472;2020-02-18 00:00:00.000;A-4954;6108
O;302;2020-02-17 00:00:00.000;A-38;5927
O;116;2020-02-17 00:00:00.000;A-38;5927
O;298;2020-02-17 00:00:00.000;A-38;5927
O;349;2020-02-17 00:00:00.000;A-38;5927
O;487;2020-02-18 00:00:00.000;A-348;5102
O;196;2020-02-18 00:00:00.000;A-348;5405
O;225;2020-02-18 00:00:00.000;A-348;5405
O;345;2020-02-18 00:00:00.000;A-348;5405
O;200;2020-02-18 00:00:00.000;A-348;5102
O;408;2020-02-18 00:00:00.000;A-348;5102
O;336;2020-02-18 00:00:00.000;A-348;5102
O;187;2020-02-18 00:00:00.000;A-348;5102
O;490;2020-02-18 00:00:00.000;A-348;5102
O;275;2020-02-18 00:00:00.000;A-348;5405
O;314;2020-02-18 00:00:00.000;A-348;5405
O;455;2020-02-18 00:00:00.000;A-348;5405
O;100;2020-02-18 00:00:00.000;A-348;5102
O;371;2020-02-18 00:00:00.000;A-348;5102
O;441;2020-02-18 00:00:00.000;A-348;5405
O;455;2020-02-18 00:00:00.000;A-5726;6922
O;231;2020-02-18 00:00:00.000;A-5726;6922
O;398;2020-02-18 00:00:00.000;A-5726;6922
O;183;2020-02-18 00:00:00.000;A-5726;6922
O;500;2020-02-19 00:00:00.000;A-222;5102
O;499;2020-02-19 00:00:00.000;A-222;5405
O;470;2020-02-19 00:00:00.000;A-5334;5102
O;392;2020-02-19 00:00:00.000;A-5946;5102
O;228;2020-02-19 00:00:00.000;A-5946;5102
O;266;2020-02-19 00:00:00.000;A-5946;5102
O;124;2020-02-19 00:00:00.000;A-5946;5405
O;316;2020-02-19 00:00:00.000;A-5946;5102
O;192;2020-02-19 00:00:00.000;A-5946;5102
O;375;2020-02-19 00:00:00.000;A-5318;6108
O;196;2020-02-19 00:00:00.000;A-5318;6108
O;373;2020-02-19 00:00:00.000;A-5318;6108
O;253;2020-02-19 00:00:00.000;A-5318;6108
O;157;2020-02-19 00:00:00.000;A-3944;6108
O;173;2020-02-19 00:00:00.000;A-3944;6108
O;397;2020-02-19 00:00:00.000;A-3944;6108
O;383;2020-02-19 00:00:00.000;A-3944;6108
O;233;2020-02-19 00:00:00.000;A-3944;6108
O;447;2020-02-19 00:00:00.000;A-6066;6108
O;230;2020-02-19 00:00:00.000;A-6066;6108
O;110;2020-02-19 00:00:00.000;A-6066;6108
O;227;2020-02-19 00:00:00.000;A-6066;6108
O;298;2020-02-19 00:00:00.000;A-6066;6108
O;192;2020-02-19 00:00:00.000;A-6066;6108
O;145;2020-02-19 00:00:00.000;A-6066;6108
O;255;2020-02-19 00:00:00.000;A-5972;6117
O;308;2020-02-19 00:00:00.000;A-5972;6117
O;485;2020-02-19 00:00:00.000;A-5972;6117
O;432;2020-02-19 00:00:00.000;A-5834;5102
O;170;2020-02-19 00:00:00.000;A-3490;5102
O;419;2020-02-19 00:00:00.000;A-202;5102
O;149;2020-02-19 00:00:00.000;A-202;5405
O;268;2020-02-19 00:00:00.000;A-202;5405
O;145;2020-02-19 00:00:00.000;A-202;5405
C;375;2019-10-31 00:00:00.000;A-3598;5949
C;362;2019-10-31 00:00:00.000;A-3598;5949
C;138;2019-10-31 00:00:00.000;A-3598;5949
O;158;2020-01-15 00:00:00.000;A-180;5949
O;275;2020-02-10 00:00:00.000;A-5030;5949
O;158;2019-11-08 00:00:00.000;A-4540;6949
O;342;2019-11-21 00:00:00.000;A-4794;6949
O;389;2019-11-21 00:00:00.000;A-4794;6949
O;159;2019-12-20 00:00:00.000;A-4768;5949
O;326;2019-12-20 00:00:00.000;A-4768;5949
O;438;2020-02-14 00:00:00.000;A-934;6949
O;495;2020-02-20 00:00:00.000;A-56;5102
O;189;2020-02-20 00:00:00.000;A-56;5405
O;215;2020-02-20 00:00:00.000;A-56;5405
O;133;2020-02-20 00:00:00.000;A-56;5405
O;114;2020-02-20 00:00:00.000;A-5884;5102
O;393;2020-02-20 00:00:00.000;A-5884;5102
O;248;2020-02-20 00:00:00.000;A-5884;5102
O;148;2020-02-20 00:00:00.000;A-5884;5405
O;415;2020-02-20 00:00:00.000;A-5884;5405
O;275;2020-02-20 00:00:00.000;A-5884;5405
O;378;2020-02-20 00:00:00.000;A-5884;5405
O;412;2020-02-20 00:00:00.000;A-5884;5405
O;376;2020-02-20 00:00:00.000;A-5884;5102
O;305;2020-02-20 00:00:00.000;A-5884;5102
O;200;2020-02-20 00:00:00.000;A-5884;5102
O;238;2020-02-20 00:00:00.000;A-5884;5102
O;204;2020-02-20 00:00:00.000;A-5926;5102
O;368;2020-02-20 00:00:00.000;A-5926;5405
O;168;2020-02-20 00:00:00.000;A-5926;5405
O;400;2020-02-20 00:00:00.000;A-5926;5102
O;170;2020-02-20 00:00:00.000;A-5926;5102
O;246;2020-02-20 00:00:00.000;A-3720;5403
O;452;2020-02-20 00:00:00.000;A-3720;5102
O;404;2020-02-20 00:00:00.000;A-4512;6108
O;284;2020-02-20 00:00:00.000;A-5074;6108
O;343;2020-02-20 00:00:00.000;A-5074;6108
O;418;2020-02-20 00:00:00.000;A-5074;6108
O;267;2020-02-20 00:00:00.000;A-5074;6108
O;262;2020-02-20 00:00:00.000;A-5074;6108
O;414;2020-02-20 00:00:00.000;A-5074;6108
O;265;2020-02-20 00:00:00.000;A-5074;6108
O;194;2020-02-20 00:00:00.000;A-5074;6108
O;229;2020-02-20 00:00:00.000;A-5074;6108
O;288;2020-02-20 00:00:00.000;A-5074;6108
O;443;2020-02-20 00:00:00.000;A-5074;6108
O;425;2020-02-20 00:00:00.000;A-5074;6108
O;130;2020-02-20 00:00:00.000;A-5074;6108
O;385;2020-02-20 00:00:00.000;A-5074;6108
O;306;2020-02-20 00:00:00.000;A-5726;6117
O;319;2020-02-20 00:00:00.000;A-5726;6117
O;423;2020-02-20 00:00:00.000;A-5726;6117
O;158;2020-02-20 00:00:00.000;A-5726;6117
O;130;2020-02-20 00:00:00.000;A-1846;6108
O;174;2020-02-20 00:00:00.000;A-1846;6108
O;215;2020-02-20 00:00:00.000;A-1846;6108
O;227;2020-02-20 00:00:00.000;A-1846;6108
O;323;2020-02-20 00:00:00.000;A-1846;6108
O;350;2020-02-20 00:00:00.000;A-1846;6108
O;307;2020-02-20 00:00:00.000;A-1846;6108
O;481;2020-02-20 00:00:00.000;A-1846;6108
O;430;2020-02-20 00:00:00.000;A-1846;6108
O;321;2020-02-20 00:00:00.000;A-1846;6108
O;452;2020-02-20 00:00:00.000;A-1846;6108
O;198;2020-02-20 00:00:00.000;A-3204;6108
O;269;2020-02-20 00:00:00.000;A-3204;6108
O;386;2020-02-20 00:00:00.000;A-3204;6108
O;435;2020-02-20 00:00:00.000;A-3204;6108
O;410;2020-02-20 00:00:00.000;A-3204;6108
O;314;2020-02-20 00:00:00.000;A-3204;6108
O;305;2020-02-20 00:00:00.000;A-3964;6108
O;331;2020-02-20 00:00:00.000;A-3964;6108
O;469;2020-02-20 00:00:00.000;A-3964;6108
O;254;2020-02-20 00:00:00.000;A-3964;6108
O;143;2020-02-20 00:00:00.000;A-3964;6108
O;306;2020-02-20 00:00:00.000;A-3282;5102
O;247;2020-02-20 00:00:00.000;A-3282;5102
O;389;2020-02-07 00:00:00.000;A-38;5927
O;112;2020-02-20 00:00:00.000;A-2446;5102
O;388;2020-02-20 00:00:00.000;A-2446;5102
O;360;2020-02-20 00:00:00.000;A-716;5403
O;256;2020-02-20 00:00:00.000;A-716;5102
O;116;2020-02-20 00:00:00.000;A-716;5403
O;303;2020-02-20 00:00:00.000;A-6022;5403
O;405;2020-02-20 00:00:00.000;A-2142;6108
O;234;2020-02-20 00:00:00.000;A-2142;6108
O;441;2020-02-20 00:00:00.000;A-2142;6108
O;294;2020-02-20 00:00:00.000;A-2142;6108
O;152;2020-02-20 00:00:00.000;A-128;5102
O;332;2020-02-20 00:00:00.000;A-128;5102
O;493;2020-02-20 00:00:00.000;A-128;5102
O;159;2020-02-20 00:00:00.000;A-128;5102
C;297;2020-02-20 00:00:00.000;A-4754;5405
C;409;2020-02-20 00:00:00.000;A-4754;5102
C;276;2020-02-20 00:00:00.000;A-4754;5102
C;448;2020-02-20 00:00:00.000;A-4754;5102
C;384;2020-02-20 00:00:00.000;A-4754;5102
C;114;2020-02-20 00:00:00.000;A-4754;5405
C;439;2020-02-20 00:00:00.000;A-4754;5102
C;410;2020-02-20 00:00:00.000;A-4754;5405
C;279;2020-02-20 00:00:00.000;A-4754;5102
C;217;2020-02-20 00:00:00.000;A-4754;5405
C;157;2020-02-20 00:00:00.000;A-4754;5405
C;473;2020-02-20 00:00:00.000;A-4754;5102
C;162;2020-02-20 00:00:00.000;A-4754;5102
C;486;2020-02-20 00:00:00.000;A-4754;5102
C;495;2020-02-20 00:00:00.000;A-4754;5102
C;180;2020-02-20 00:00:00.000;A-4754;5405
C;218;2020-02-20 00:00:00.000;A-4754;5102
C;446;2020-02-20 00:00:00.000;A-4754;5405
C;473;2020-02-20 00:00:00.000;A-4754;5102
C;445;2020-02-20 00:00:00.000;A-4754;5405
O;297;2020-02-20 00:00:00.000;A-4754;5405
O;256;2020-02-20 00:00:00.000;A-4754;5102
O;328;2020-02-20 00:00:00.000;A-4754;5102
O;449;2020-02-20 00:00:00.000;A-4754;5102
O;293;2020-02-20 00:00:00.000;A-4754;5102
O;425;2020-02-20 00:00:00.000;A-4754;5405
O;292;2020-02-20 00:00:00.000;A-4754;5102
O;133;2020-02-20 00:00:00.000;A-4754;5405
O;285;2020-02-20 00:00:00.000;A-4754;5102
O;326;2020-02-20 00:00:00.000;A-4754;5405
O;173;2020-02-20 00:00:00.000;A-564;5102
O;417;2020-02-20 00:00:00.000;A-564;5405
O;146;2020-02-20 00:00:00.000;A-564;5405
O;262;2020-02-20 00:00:00.000;A-564;5405
O;440;2020-02-20 00:00:00.000;A-564;5102
O;134;2020-02-20 00:00:00.000;A-564;5102
O;295;2020-02-20 00:00:00.000;A-564;5102
O;296;2020-02-20 00:00:00.000;A-564;5405
O;180;2020-02-20 00:00:00.000;A-1792;5102
O;394;2020-02-20 00:00:00.000;A-1792;5102
O;338;2020-02-20 00:00:00.000;A-1792;5405
O;260;2020-02-20 00:00:00.000;A-1792;5102
O;226;2020-02-20 00:00:00.000;A-1792;5102
O;261;2020-02-20 00:00:00.000;A-1792;5102
O;175;2020-02-20 00:00:00.000;A-1792;5102
O;308;2020-02-20 00:00:00.000;A-3806;5102
O;201;2020-02-20 00:00:00.000;A-3806;5405
O;316;2020-02-20 00:00:00.000;A-3806;5405
O;308;2020-02-20 00:00:00.000;A-3806;5405
O;139;2020-02-20 00:00:00.000;A-3806;5102
O;178;2020-02-20 00:00:00.000;A-3806;5102
O;199;2020-02-20 00:00:00.000;A-3806;5102
O;167;2020-02-20 00:00:00.000;A-3806;5102
O;216;2020-02-20 00:00:00.000;A-3806;5405
O;282;2020-02-21 00:00:00.000;A-4534;5102
O;333;2020-02-21 00:00:00.000;A-4534;5102
O;281;2020-02-21 00:00:00.000;A-5376;5102
O;155;2020-02-17 00:00:00.000;A-38;5927
O;322;2020-02-17 00:00:00.000;A-38;5927
O;327;2020-02-17 00:00:00.000;A-38;5927
O;258;2020-02-17 00:00:00.000;A-38;5927
O;454;2020-02-21 00:00:00.000;A-716;5405
O;385;2020-02-21 00:00:00.000;A-6066;6108
O;207;2020-02-21 00:00:00.000;A-6066;6108
O;284;2020-02-21 00:00:00.000;A-4100;5102
O;162;2020-02-21 00:00:00.000;A-4100;5405
O;269;2020-02-21 00:00:00.000;A-4100;5405
O;446;2020-02-21 00:00:00.000;A-4100;5405
O;354;2020-02-21 00:00:00.000;A-4100;5102
O;114;2020-02-21 00:00:00.000;A-4100;5102
O;449;2020-02-21 00:00:00.000;A-4100;5405
O;424;2020-02-21 00:00:00.000;A-4100;5102
O;387;2020-02-21 00:00:00.000;A-694;5922
O;458;2020-02-21 00:00:00.000;A-694;5922
O;479;2020-02-21 00:00:00.000;A-694;5922
O;183;2020-02-21 00:00:00.000;A-694;5922
O;219;2019-10-31 00:00:00.000;A-4420;5949
O;358;2019-10-31 00:00:00.000;A-4420;5949
O;487;2019-10-31 00:00:00.000;A-4420;5949
C;499;2019-10-31 00:00:00.000;A-2488;6949
C;207;2019-10-31 00:00:00.000;A-2488;6949
O;378;2020-02-27 00:00:00.000;A-3190;5102
O;139;2020-02-27 00:00:00.000;A-3190;5405
O;183;2020-02-27 00:00:00.000;A-3190;5102
O;460;2020-02-27 00:00:00.000;A-3190;5102
O;357;2020-02-27 00:00:00.000;A-3190;5405
O;453;2020-02-27 00:00:00.000;A-6042;6108
O;148;2020-02-27 00:00:00.000;A-6042;6108
O;236;2020-02-27 00:00:00.000;A-6042;6108
O;105;2020-02-27 00:00:00.000;A-5898;6102
O;263;2020-02-27 00:00:00.000;A-5898;6102
O;415;2020-02-27 00:00:00.000;A-32;5102
C;183;2020-02-27 00:00:00.000;A-6096;5102
C;219;2020-02-27 00:00:00.000;A-6096;5102
C;209;2020-02-27 00:00:00.000;A-6096;5102
C;167;2020-02-27 00:00:00.000;A-6096;5102
C;115;2020-02-27 00:00:00.000;A-6096;5102
C;491;2020-02-27 00:00:00.000;A-6096;5102
C;229;2020-02-27 00:00:00.000;A-6096;5102
C;424;2020-02-27 00:00:00.000;A-6096;5102
C;308;2020-02-27 00:00:00.000;A-6096;5102
C;306;2020-02-27 00:00:00.000;A-6096;5102
C;360;2020-02-27 00:00:00.000;A-6096;5102
C;272;2020-02-27 00:00:00.000;A-6096;5102
C;441;2020-02-27 00:00:00.000;A-6096;5102
C;313;2020-02-27 00:00:00.000;A-6096;5102
C;419;2020-02-27 00:00:00.000;A-6162;5949
O;420;2020-02-27 00:00:00.000;A-5594;5910
C;156;2020-02-27 00:00:00.000;A-6096;5102
C;111;2020-02-27 00:00:00.000;A-6096;5102
C;284;2020-02-27 00:00:00.000;A-6096;5405
C;370;2020-02-27 00:00:00.000;A-6096;5102
C;388;2020-02-27 00:00:00.000;A-6096;5102
C;246;2020-02-27 00:00:00.000;A-6096;5102
C;412;2020-02-27 00:00:00.000;A-6096;5405
O;312;2020-02-27 00:00:00.000;A-5848;5102
O;296;2020-02-27 00:00:00.000;A-5848;5102
O;432;2020-02-27 00:00:00.000;A-1716;6108
O;424;2020-02-27 00:00:00.000;A-1716;6108
O;406;2020-02-27 00:00:00.000;A-1716;6108
C;490;2020-02-27 00:00:00.000;A-6096;5102
C;143;2020-02-27 00:00:00.000;A-6096;5102
C;144;2020-02-27 00:00:00.000;A-6096;5405
C;270;2020-02-27 00:00:00.000;A-6096;5102
C;331;2020-02-27 00:00:00.000;A-6096;5102
C;319;2020-02-27 00:00:00.000;A-6096;5102
C;451;2020-02-27 00:00:00.000;A-6096;5405
O;320;2020-02-27 00:00:00.000;A-6096;5102
O;375;2020-02-27 00:00:00.000;A-6096;5102
O;342;2020-02-27 00:00:00.000;A-6096;5405
O;273;2020-02-27 00:00:00.000;A-6096;5102
O;474;2020-02-27 00:00:00.000;A-6096;5102
O;377;2020-02-27 00:00:00.000;A-6096;5102
O;217;2020-02-27 00:00:00.000;A-6096;5405
O;279;2020-02-27 00:00:00.000;A-122;5102
O;141;2020-02-27 00:00:00.000;A-122;5102
O;462;2020-02-27 00:00:00.000;A-122;5102
O;108;2020-02-27 00:00:00.000;A-122;5405
O;360;2020-02-27 00:00:00.000;A-122;5405
O;418;2020-02-27 00:00:00.000;A-122;5405
O;278;2020-02-27 00:00:00.000;A-122;5102
O;337;2020-02-27 00:00:00.000;A-122;5405
O;351;2020-02-27 00:00:00.000;A-122;5102
O;200;2020-02-27 00:00:00.000;A-122;5405
O;104;2020-02-27 00:00:00.000;A-4628;5102
O;114;2020-02-27 00:00:00.000;A-4628;5102
C;122;2020-02-27 00:00:00.000;A-6162;5949
C;146;2020-02-27 00:00:00.000;A-6162;5949
C;188;2020-02-27 00:00:00.000;A-6162;5949
O;477;2020-02-27 00:00:00.000;A-32;5102
O;449;2020-02-27 00:00:00.000;A-32;5102
O;301;2020-02-27 00:00:00.000;A-4578;5102
O;283;2020-02-27 00:00:00.000;A-4578;5405
O;153;2020-02-27 00:00:00.000;A-4578;5102
O;428;2020-02-27 00:00:00.000;A-4578;5102
O;135;2020-02-27 00:00:00.000;A-4578;5405
O;343;2020-02-27 00:00:00.000;A-4578;5102
O;292;2020-02-27 00:00:00.000;A-4578;5102
O;336;2020-02-27 00:00:00.000;A-4578;5102
O;377;2020-02-27 00:00:00.000;A-4578;5102
O;300;2020-02-27 00:00:00.000;A-4470;5102
O;344;2020-02-27 00:00:00.000;A-4470;5102
O;384;2020-02-27 00:00:00.000;A-4470;5102
O;411;2020-02-27 00:00:00.000;A-4470;5102
